url,case_number,court_name,date,amount,motor_vehicle,cases_incidents
https://www.wokewindows.org/cases/superior-1584CV03083,1584CV03083,Superior Court,2015-08-20,3428.0,,"{:url=>""https://www.wokewindows.org/incidents/152069028"", :incident_number=>""152069028""}"
https://www.wokewindows.org/cases/superior-1584CV02793,1584CV02793,Superior Court,2015-08-19,3031.0,,"{:url=>""https://www.wokewindows.org/incidents/152068644"", :incident_number=>""152068644""}"
https://www.wokewindows.org/cases/superior-1584CV02791,1584CV02791,Superior Court,2015-08-18,1358.0,,"{:url=>""https://www.wokewindows.org/incidents/152068442"", :incident_number=>""152068442""}"
https://www.wokewindows.org/cases/superior-1584CV02748,1584CV02748,Superior Court,2015-08-07,1639.0,,"{:url=>""https://www.wokewindows.org/incidents/152064443"", :incident_number=>""152064443""}"
https://www.wokewindows.org/cases/superior-1584CV02750,1584CV02750,Superior Court,2015-08-03,1033.0,,"{:url=>""https://www.wokewindows.org/incidents/152064035"", :incident_number=>""152064035""}"
https://www.wokewindows.org/cases/superior-1584CV03175,1584CV03175,Superior Court,2015-08-03,1409.0,,"{:url=>""https://www.wokewindows.org/incidents/152064015"", :incident_number=>""152064015""}"
https://www.wokewindows.org/cases/superior-1584CV03142,1584CV03142,Superior Court,2015-07-25,1391.0,,"{:url=>""https://www.wokewindows.org/incidents/152061589"", :incident_number=>""152061589""}"
https://www.wokewindows.org/cases/superior-1584CV02747,1584CV02747,Superior Court,2015-07-23,1754.0,,"{:url=>""https://www.wokewindows.org/incidents/152061008"", :incident_number=>""152061008""}"
https://www.wokewindows.org/cases/superior-1584CV02781,1584CV02781,Superior Court,2015-07-23,75.0,2003 Toyota Camry,"{:url=>""https://www.wokewindows.org/incidents/152060936"", :incident_number=>""152060936""}"
https://www.wokewindows.org/cases/superior-1584CV02690,1584CV02690,Superior Court,2015-07-22,23170.0,2013 Honda Accord,"{:url=>""https://www.wokewindows.org/incidents/152060457"", :incident_number=>""152060457""}; {:url=>""https://www.wokewindows.org/incidents/152060493"", :incident_number=>""152060493""}"
https://www.wokewindows.org/cases/superior-1584CV02731,1584CV02731,Superior Court,2015-07-22,1479.0,,"{:url=>nil, :incident_number=>""150395735""}"
https://www.wokewindows.org/cases/superior-1584CV01824,1584CV01824,Superior Court,2015-07-21,9292.0,,"{:url=>""https://www.wokewindows.org/incidents/152026312"", :incident_number=>""152026312""}"
https://www.wokewindows.org/cases/superior-1584CV02713,1584CV02713,Superior Court,2015-07-20,1270.0,,"{:url=>""https://www.wokewindows.org/incidents/152060060"", :incident_number=>""152060060""}"
https://www.wokewindows.org/cases/superior-1584CV02730,1584CV02730,Superior Court,2015-07-18,1104.0,,"{:url=>""https://www.wokewindows.org/incidents/152059394"", :incident_number=>""152059394""}"
https://www.wokewindows.org/cases/superior-1584CV02693,1584CV02693,Superior Court,2015-07-17,1044.0,,"{:url=>""https://www.wokewindows.org/incidents/152059057"", :incident_number=>""152059057""}"
https://www.wokewindows.org/cases/superior-1584CV03122,1584CV03122,Superior Court,2015-07-17,126708.0,,"{:url=>""https://www.wokewindows.org/incidents/152059124"", :incident_number=>""152059124""}"
https://www.wokewindows.org/cases/superior-1584CV02692,1584CV02692,Superior Court,2015-07-14,1234.0,,"{:url=>""https://www.wokewindows.org/incidents/152058092"", :incident_number=>""152058092""}"
https://www.wokewindows.org/cases/superior-1584CV02733,1584CV02733,Superior Court,2015-07-13,1419.0,,"{:url=>""https://www.wokewindows.org/incidents/152057979"", :incident_number=>""152057979""}"
https://www.wokewindows.org/cases/superior-1584CV02206,1584CV02206,Superior Court,2015-07-11,1460.0,,"{:url=>""https://www.wokewindows.org/incidents/152057379"", :incident_number=>""152057379""}"
https://www.wokewindows.org/cases/superior-1584CV02710,1584CV02710,Superior Court,2015-07-09,3917.0,,"{:url=>""https://www.wokewindows.org/incidents/152056707"", :incident_number=>""152056707""}"
https://www.wokewindows.org/cases/superior-1584CV02632,1584CV02632,Superior Court,2015-06-29,2430.0,,""
https://www.wokewindows.org/cases/superior-1584CV02278,1584CV02278,Superior Court,2015-06-26,1515.0,,"{:url=>nil, :incident_number=>""150200168""}"
https://www.wokewindows.org/cases/superior-1584CV02197,1584CV02197,Superior Court,2015-06-23,29000.0,,"{:url=>""https://www.wokewindows.org/incidents/152051952"", :incident_number=>""152051952""}"
https://www.wokewindows.org/cases/superior-1584CV02221,1584CV02221,Superior Court,2015-06-22,2327.0,2002 Honda Odyssey,"{:url=>""https://www.wokewindows.org/incidents/152051632"", :incident_number=>""152051632""}"
https://www.wokewindows.org/cases/superior-1584CV02711,1584CV02711,Superior Court,2015-06-20,1203.0,,"{:url=>""https://www.wokewindows.org/incidents/152051009"", :incident_number=>""152051009""}"
https://www.wokewindows.org/cases/superior-1584CV02407,1584CV02407,Superior Court,2015-06-16,2964.0,,""
https://www.wokewindows.org/cases/superior-1584CV02437,1584CV02437,Superior Court,2015-06-12,3735.0,,""
https://www.wokewindows.org/cases/superior-1584CV02453,1584CV02453,Superior Court,2015-06-12,1290.0,,""
https://www.wokewindows.org/cases/superior-1584CV02513,1584CV02513,Superior Court,2015-06-11,3982.0,,"{:url=>""https://www.wokewindows.org/incidents/152048513"", :incident_number=>""152048513""}"
https://www.wokewindows.org/cases/superior-1584CV02436,1584CV02436,Superior Court,2015-06-10,1689.0,,""
https://www.wokewindows.org/cases/superior-1584CV02497,1584CV02497,Superior Court,2015-06-09,1400.0,,"{:url=>""https://www.wokewindows.org/incidents/152047861"", :incident_number=>""152047861""}"
https://www.wokewindows.org/cases/superior-1584CV02512,1584CV02512,Superior Court,2015-06-08,2860.0,,"{:url=>""https://www.wokewindows.org/incidents/152047580"", :incident_number=>""152047580""}"
https://www.wokewindows.org/cases/superior-1584CV02496,1584CV02496,Superior Court,2015-06-06,3592.0,,"{:url=>""https://www.wokewindows.org/incidents/152046891"", :incident_number=>""152046891""}"
https://www.wokewindows.org/cases/superior-1584CV02429,1584CV02429,Superior Court,2015-06-05,3870.0,,""
https://www.wokewindows.org/cases/superior-1584CV02539,1584CV02539,Superior Court,2015-06-05,1189.0,,"{:url=>""https://www.wokewindows.org/incidents/152046484"", :incident_number=>""152046484""}"
https://www.wokewindows.org/cases/superior-1584CV02262,1584CV02262,Superior Court,2015-05-29,2542.0,,""
https://www.wokewindows.org/cases/superior-1584CV02381,1584CV02381,Superior Court,2015-05-27,2810.0,,"{:url=>""https://www.wokewindows.org/incidents/152043426"", :incident_number=>""152043426""}; {:url=>""https://www.wokewindows.org/incidents/152043427"", :incident_number=>""152043427""}"
https://www.wokewindows.org/cases/superior-1584CV02236,1584CV02236,Superior Court,2015-05-26,1221.0,,"{:url=>""https://www.wokewindows.org/incidents/152043369"", :incident_number=>""152043369""}"
https://www.wokewindows.org/cases/superior-1584CV02291,1584CV02291,Superior Court,2015-05-22,2428.0,,""
https://www.wokewindows.org/cases/superior-1584CV02333,1584CV02333,Superior Court,2015-05-22,4452.0,,""
https://www.wokewindows.org/cases/superior-1584CV02367,1584CV02367,Superior Court,2015-05-20,1387.0,,""
https://www.wokewindows.org/cases/superior-1584CV02358,1584CV02358,Superior Court,2015-05-19,1315.0,,""
https://www.wokewindows.org/cases/superior-1584CV02178,1584CV02178,Superior Court,2015-05-18,1202.0,,"{:url=>""https://www.wokewindows.org/incidents/152040741"", :incident_number=>""152040741""}"
https://www.wokewindows.org/cases/superior-1584CV02366,1584CV02366,Superior Court,2015-05-15,1419.0,,""
https://www.wokewindows.org/cases/superior-1584CV02357,1584CV02357,Superior Court,2015-05-15,4409.0,,""
https://www.wokewindows.org/cases/superior-1584CV02177,1584CV02177,Superior Court,2015-05-13,7839.0,,"{:url=>""https://www.wokewindows.org/incidents/152039282"", :incident_number=>""152039282""}"
https://www.wokewindows.org/cases/superior-1584CV02142,1584CV02142,Superior Court,2015-05-09,2419.0,,"{:url=>""https://www.wokewindows.org/incidents/152037911"", :incident_number=>""152037911""}"
https://www.wokewindows.org/cases/superior-1584CV02069,1584CV02069,Superior Court,2015-05-09,1019.0,,"{:url=>""https://www.wokewindows.org/incidents/152037975"", :incident_number=>""152037975""}"
https://www.wokewindows.org/cases/superior-1584CV01743,1584CV01743,Superior Court,2015-04-30,7874.0,,"{:url=>""https://www.wokewindows.org/incidents/152035328"", :incident_number=>""152035328""}"
https://www.wokewindows.org/cases/superior-1584CV02068,1584CV02068,Superior Court,2015-04-30,10204.0,,"{:url=>""https://www.wokewindows.org/incidents/152035304"", :incident_number=>""152035304""}"
https://www.wokewindows.org/cases/superior-1584CV02393,1584CV02393,Superior Court,2015-04-28,5863.0,,""
https://www.wokewindows.org/cases/superior-1584CV01998,1584CV01998,Superior Court,2015-04-26,2782.0,,"{:url=>""https://www.wokewindows.org/incidents/152034023"", :incident_number=>""152034023""}"
https://www.wokewindows.org/cases/superior-1584CV01997,1584CV01997,Superior Court,2015-04-23,3780.0,,"{:url=>""https://www.wokewindows.org/incidents/152033185"", :incident_number=>""152033185""}"
https://www.wokewindows.org/cases/superior-1584CV01996,1584CV01996,Superior Court,2015-04-23,11248.0,,"{:url=>""https://www.wokewindows.org/incidents/152033145"", :incident_number=>""152033145""}; {:url=>""https://www.wokewindows.org/incidents/152033150"", :incident_number=>""152033150""}"
https://www.wokewindows.org/cases/superior-1584CV02105,1584CV02105,Superior Court,2015-04-17,6621.0,,"{:url=>""https://www.wokewindows.org/incidents/152031340"", :incident_number=>""152031340""}; {:url=>""https://www.wokewindows.org/incidents/152031249"", :incident_number=>""152031249""}"
https://www.wokewindows.org/cases/superior-1584CV01965,1584CV01965,Superior Court,2015-04-17,1095.0,,"{:url=>""https://www.wokewindows.org/incidents/152031220"", :incident_number=>""152031220""}"
https://www.wokewindows.org/cases/superior-1584CV01964,1584CV01964,Superior Court,2015-04-17,1300.0,,"{:url=>""https://www.wokewindows.org/incidents/152030762"", :incident_number=>""152030762""}"
https://www.wokewindows.org/cases/superior-1584CV01714,1584CV01714,Superior Court,2015-04-17,3186.0,,"{:url=>""https://www.wokewindows.org/incidents/152031219"", :incident_number=>""152031219""}"
https://www.wokewindows.org/cases/superior-1584CV01891,1584CV01891,Superior Court,2015-04-15,12007.0,,""
https://www.wokewindows.org/cases/superior-1584CV01269,1584CV01269,Superior Court,2015-04-15,1107.0,,"{:url=>""https://www.wokewindows.org/incidents/152030762"", :incident_number=>""152030762""}"
https://www.wokewindows.org/cases/superior-1584CV01929,1584CV01929,Superior Court,2015-04-09,3525.0,,"{:url=>""https://www.wokewindows.org/incidents/152028697"", :incident_number=>""152028697""}"
https://www.wokewindows.org/cases/superior-1584CV01398,1584CV01398,Superior Court,2015-04-08,22496.0,,"{:url=>""https://www.wokewindows.org/incidents/152028489"", :incident_number=>""152028489""}; {:url=>""https://www.wokewindows.org/incidents/152028524"", :incident_number=>""152028524""}"
https://www.wokewindows.org/cases/superior-1584CV01843,1584CV01843,Superior Court,2015-04-03,2071.0,,"{:url=>""https://www.wokewindows.org/incidents/152027152"", :incident_number=>""152027152""}"
https://www.wokewindows.org/cases/superior-1584CV01823,1584CV01823,Superior Court,2015-04-01,1500.0,,"{:url=>""https://www.wokewindows.org/incidents/152026530"", :incident_number=>""152026530""}"
https://www.wokewindows.org/cases/superior-1584CV01790,1584CV01790,Superior Court,2015-03-31,1425.0,,"{:url=>""https://www.wokewindows.org/incidents/152026209"", :incident_number=>""152026209""}"
https://www.wokewindows.org/cases/superior-1584CV01691,1584CV01691,Superior Court,2015-03-31,2715.0,,"{:url=>""https://www.wokewindows.org/incidents/152026033"", :incident_number=>""152026033""}"
https://www.wokewindows.org/cases/superior-1584CV01292,1584CV01292,Superior Court,2015-03-29,1029.0,2008 Ford Taurus,"{:url=>""https://www.wokewindows.org/incidents/152025634"", :incident_number=>""152025634""}"
https://www.wokewindows.org/cases/superior-1584CV01791,1584CV01791,Superior Court,2015-03-28,1319.0,,"{:url=>""https://www.wokewindows.org/incidents/152025334"", :incident_number=>""152025334""}"
https://www.wokewindows.org/cases/superior-1584CV01321,1584CV01321,Superior Court,2015-03-24,1333.0,,"{:url=>""https://www.wokewindows.org/incidents/152023659"", :incident_number=>""152023659""}; {:url=>""https://www.wokewindows.org/incidents/152023719"", :incident_number=>""152023719""}; {:url=>""https://www.wokewindows.org/incidents/152023722"", :incident_number=>""152023722""}"
https://www.wokewindows.org/cases/superior-1584CV01260,1584CV01260,Superior Court,2015-03-19,10240.0,,"{:url=>""https://www.wokewindows.org/incidents/152022099"", :incident_number=>""152022099""}"
https://www.wokewindows.org/cases/superior-1584CV01278,1584CV01278,Superior Court,2015-03-17,1818.0,,"{:url=>""https://www.wokewindows.org/incidents/152021542"", :incident_number=>""152021542""}"
https://www.wokewindows.org/cases/superior-1584CV01844,1584CV01844,Superior Court,2015-03-11,1682.0,,"{:url=>""https://www.wokewindows.org/incidents/152019606"", :incident_number=>""152019606""}"
https://www.wokewindows.org/cases/superior-1584CV01142,1584CV01142,Superior Court,2015-03-09,1635.0,,"{:url=>""https://www.wokewindows.org/incidents/152018878"", :incident_number=>""152018878""}"
https://www.wokewindows.org/cases/superior-1584CV01133,1584CV01133,Superior Court,2015-03-09,1617.0,,"{:url=>""https://www.wokewindows.org/incidents/152019082"", :incident_number=>""152019082""}"
https://www.wokewindows.org/cases/superior-1584CV01038,1584CV01038,Superior Court,2015-03-06,2160.0,,"{:url=>""https://www.wokewindows.org/incidents/152018149"", :incident_number=>""152018149""}"
https://www.wokewindows.org/cases/superior-1584CV01558,1584CV01558,Superior Court,2015-03-06,78587.0,,"{:url=>""https://www.wokewindows.org/incidents/152018169"", :incident_number=>""152018169""}"
https://www.wokewindows.org/cases/superior-1584CV02408,1584CV02408,Superior Court,2015-03-06,15000.0,,""
https://www.wokewindows.org/cases/superior-1584CV01051,1584CV01051,Superior Court,2015-03-06,10091.0,,"{:url=>""https://www.wokewindows.org/incidents/152018160"", :incident_number=>""152018160""}"
https://www.wokewindows.org/cases/superior-1584CV01690,1584CV01690,Superior Court,2015-03-05,1935.0,,"{:url=>""https://www.wokewindows.org/incidents/152017769"", :incident_number=>""152017769""}"
https://www.wokewindows.org/cases/superior-1584CV01115,1584CV01115,Superior Court,2015-03-04,1746.0,,"{:url=>""https://www.wokewindows.org/incidents/152017532"", :incident_number=>""152017532""}"
https://www.wokewindows.org/cases/superior-1584CV01019,1584CV01019,Superior Court,2015-03-04,1300.0,,"{:url=>""https://www.wokewindows.org/incidents/152017637"", :incident_number=>""152017637""}"
https://www.wokewindows.org/cases/superior-1584CV01020,1584CV01020,Superior Court,2015-03-02,1403.0,,"{:url=>""https://www.wokewindows.org/incidents/152016967"", :incident_number=>""152016967""}"
https://www.wokewindows.org/cases/superior-1584CV01007,1584CV01007,Superior Court,2015-03-01,2246.0,,"{:url=>""https://www.wokewindows.org/incidents/152016510"", :incident_number=>""152016510""}"
https://www.wokewindows.org/cases/superior-1584CV01890,1584CV01890,Superior Court,2015-02-27,11271.0,,"{:url=>""https://www.wokewindows.org/incidents/152015850"", :incident_number=>""152015850""}; {:url=>""https://www.wokewindows.org/incidents/152015854"", :incident_number=>""152015854""}; {:url=>""https://www.wokewindows.org/incidents/152015855"", :incident_number=>""152015855""}"
https://www.wokewindows.org/cases/superior-1584CV01037,1584CV01037,Superior Court,2015-02-26,1157.0,,""
https://www.wokewindows.org/cases/superior-1584CV00952,1584CV00952,Superior Court,2015-02-22,34712.0,,"{:url=>""https://www.wokewindows.org/incidents/152014450"", :incident_number=>""152014450""}"
https://www.wokewindows.org/cases/superior-1584CV00635,1584CV00635,Superior Court,2015-02-21,11640.0,,""
https://www.wokewindows.org/cases/superior-1584CV00864,1584CV00864,Superior Court,2015-02-19,1980.0,,""
https://www.wokewindows.org/cases/bmc_central-1501CR000799,1501CR000799,BMC Central,2015-01-30,491.0,,"{:url=>""https://www.wokewindows.org/incidents/152007995"", :incident_number=>""152007995""}"
https://www.wokewindows.org/cases/bmc_central-1501CR000744,1501CR000744,BMC Central,2015-01-29,453.0,,"{:url=>""https://www.wokewindows.org/incidents/152007600"", :incident_number=>""152007600""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1506CR000125,1506CR000125,BMC West Roxbury,2015-01-26,0.0,,"{:url=>""https://www.wokewindows.org/incidents/152007009"", :incident_number=>""152007009""}"
https://www.wokewindows.org/cases/superior-1584CV01664,1584CV01664,Superior Court,2015-01-23,4193.0,,"{:url=>""https://www.wokewindows.org/incidents/152006410"", :incident_number=>""152006410""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1506CR000118,1506CR000118,BMC West Roxbury,2015-01-23,0.0,,"{:url=>""https://www.wokewindows.org/incidents/152006173"", :incident_number=>""152006173""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1506CR000110,1506CR000110,BMC West Roxbury,2015-01-22,0.0,,"{:url=>""https://www.wokewindows.org/incidents/152005893"", :incident_number=>""152005893""}"
https://www.wokewindows.org/cases/superior-1584CV00793,1584CV00793,Superior Court,2015-01-22,1000.0,,"{:url=>""https://www.wokewindows.org/incidents/152006001"", :incident_number=>""152006001""}"
https://www.wokewindows.org/cases/superior-1584CV00593,1584CV00593,Superior Court,2015-01-21,4255.0,,"{:url=>""https://www.wokewindows.org/incidents/152005678"", :incident_number=>""152005678""}"
https://www.wokewindows.org/cases/bmc_central-1501CR000633,1501CR000633,BMC Central,2015-01-20,727.0,,"{:url=>""https://www.wokewindows.org/incidents/152005473"", :incident_number=>""152005473""}"
https://www.wokewindows.org/cases/superior-1584CV00572,1584CV00572,Superior Court,2015-01-19,2975.0,,"{:url=>""https://www.wokewindows.org/incidents/152005141"", :incident_number=>""152005141""}"
https://www.wokewindows.org/cases/superior-1584CV00860,1584CV00860,Superior Court,2015-01-19,2165.0,,""
https://www.wokewindows.org/cases/superior-1584CV00861,1584CV00861,Superior Court,2015-01-16,20893.0,,"{:url=>""https://www.wokewindows.org/incidents/152004283"", :incident_number=>""152004283""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1506CR000086,1506CR000086,BMC West Roxbury,2015-01-16,0.0,,"{:url=>""https://www.wokewindows.org/incidents/152004262"", :incident_number=>""152004262""}"
https://www.wokewindows.org/cases/superior-1584CV00571,1584CV00571,Superior Court,2015-01-16,1125.75,,"{:url=>""https://www.wokewindows.org/incidents/152004244"", :incident_number=>""152004244""}"
https://www.wokewindows.org/cases/bmc_central-1501CR000587,1501CR000587,BMC Central,2015-01-16,40.0,,"{:url=>""https://www.wokewindows.org/incidents/152004215"", :incident_number=>""152004215""}"
https://www.wokewindows.org/cases/bmc_central-1501CR000597,1501CR000597,BMC Central,2015-01-16,113.0,,"{:url=>""https://www.wokewindows.org/incidents/152004321"", :incident_number=>""152004321""}"
https://www.wokewindows.org/cases/bmc_east_boston-1505CR000015,1505CR000015,BMC East Boston,2015-01-15,168.0,,"{:url=>""https://www.wokewindows.org/incidents/152001366"", :incident_number=>""152001366""}"
https://www.wokewindows.org/cases/superior-1584CV00496,1584CV00496,Superior Court,2015-01-12,1931.0,,"{:url=>""https://www.wokewindows.org/incidents/152003107"", :incident_number=>""152003107""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1506CR000054,1506CR000054,BMC West Roxbury,2015-01-09,0.0,,"{:url=>""https://www.wokewindows.org/incidents/152002332"", :incident_number=>""152002332""}"
https://www.wokewindows.org/cases/bmc_brighton-1508CR000019,1508CR000019,BMC Brighton,2015-01-09,65.0,,"{:url=>""https://www.wokewindows.org/incidents/152002449"", :incident_number=>""152002449""}"
https://www.wokewindows.org/cases/superior-1584CV00791,1584CV00791,Superior Court,2015-01-05,1403.0,,"{:url=>""https://www.wokewindows.org/incidents/152001225"", :incident_number=>""152001225""}"
https://www.wokewindows.org/cases/bmc_central-1501CR000087,1501CR000087,BMC Central,2015-01-04,126.0,,"{:url=>""https://www.wokewindows.org/incidents/152000988"", :incident_number=>""152000988""}"
https://www.wokewindows.org/cases/superior-1584CV00525,1584CV00525,Superior Court,2015-01-04,4714.0,2007 Saturn Aura,"{:url=>""https://www.wokewindows.org/incidents/152000923"", :incident_number=>""152000923""}"
https://www.wokewindows.org/cases/superior-1584CV00491,1584CV00491,Superior Court,2015-01-03,0.0,2005 Nissan Altima,"{:url=>""https://www.wokewindows.org/incidents/152001126"", :incident_number=>""152001126""}"
https://www.wokewindows.org/cases/bmc_central-1501CR000074,1501CR000074,BMC Central,2015-01-02,253.0,,"{:url=>""https://www.wokewindows.org/incidents/152000538"", :incident_number=>""152000538""}"
https://www.wokewindows.org/cases/superior-1584CV01006,1584CV01006,Superior Court,2015-01-02,2254.0,,"{:url=>""https://www.wokewindows.org/incidents/152000514"", :incident_number=>""152000514""}"
https://www.wokewindows.org/cases/bmc_central-1401CR008192,1401CR008192,BMC Central,2014-12-28,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142061263"", :incident_number=>""142061263""}"
https://www.wokewindows.org/cases/superior-1584CV00411,1584CV00411,Superior Court,2014-12-27,2158.0,,"{:url=>""https://www.wokewindows.org/incidents/142061063"", :incident_number=>""142061063""}"
https://www.wokewindows.org/cases/bmc_central-1401CR008199,1401CR008199,BMC Central,2014-12-26,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142060727"", :incident_number=>""142060727""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1406CR002377,1406CR002377,BMC West Roxbury,2014-12-18,30.0,,"{:url=>""https://www.wokewindows.org/incidents/142058697"", :incident_number=>""142058697""}"
https://www.wokewindows.org/cases/superior-1584CV00413,1584CV00413,Superior Court,2014-12-18,2740.0,,""
https://www.wokewindows.org/cases/bmc_central-1401CR008025,1401CR008025,BMC Central,2014-12-16,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142058162"", :incident_number=>""142058162""}"
https://www.wokewindows.org/cases/bmc_brighton-1408CR001328,1408CR001328,BMC Brighton,2014-12-16,219.0,,"{:url=>""https://www.wokewindows.org/incidents/142058171"", :incident_number=>""142058171""}"
https://www.wokewindows.org/cases/bmc_central-1401CR007961,1401CR007961,BMC Central,2014-12-14,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142057486"", :incident_number=>""142057486""}"
https://www.wokewindows.org/cases/superior-1584CV00412,1584CV00412,Superior Court,2014-12-13,3259.0,,"{:url=>""https://www.wokewindows.org/incidents/142057077"", :incident_number=>""142057077""}"
https://www.wokewindows.org/cases/superior-1584CV01662,1584CV01662,Superior Court,2014-12-12,3850.0,,"{:url=>""https://www.wokewindows.org/incidents/142056982"", :incident_number=>""142056982""}"
https://www.wokewindows.org/cases/superior-1584CV00863,1584CV00863,Superior Court,2014-12-10,2480.0,,"{:url=>""https://www.wokewindows.org/incidents/142056271"", :incident_number=>""142056271""}"
https://www.wokewindows.org/cases/bmc_central-1401CR007878,1401CR007878,BMC Central,2014-12-08,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142055740"", :incident_number=>""142055740""}"
https://www.wokewindows.org/cases/bmc_roxbury-1402CR004096,1402CR004096,BMC Roxbury,2014-12-05,482.0,,"{:url=>""https://www.wokewindows.org/incidents/142054840"", :incident_number=>""142054840""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1406CR002298,1406CR002298,BMC West Roxbury,2014-12-05,56.0,,"{:url=>""https://www.wokewindows.org/incidents/142054932"", :incident_number=>""142054932""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1406CR002297,1406CR002297,BMC West Roxbury,2014-12-05,1.0,,"{:url=>""https://www.wokewindows.org/incidents/142054932"", :incident_number=>""142054932""}"
https://www.wokewindows.org/cases/superior-1584CV00862,1584CV00862,Superior Court,2014-12-05,5161.0,,"{:url=>""https://www.wokewindows.org/incidents/142054840"", :incident_number=>""142054840""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1406CR002271,1406CR002271,BMC West Roxbury,2014-12-01,120.0,,"{:url=>""https://www.wokewindows.org/incidents/142053770"", :incident_number=>""142053770""}"
https://www.wokewindows.org/cases/bmc_west_roxbury-1406CR002267,1406CR002267,BMC West Roxbury,2014-12-01,106.0,,"{:url=>""https://www.wokewindows.org/incidents/142053640"", :incident_number=>""142053640""}"
https://www.wokewindows.org/cases/bmc_central-1401CR007725,1401CR007725,BMC Central,2014-12-01,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142053815"", :incident_number=>""142053815""}"
https://www.wokewindows.org/cases/superior-1584CV00141,1584CV00141,Superior Court,2014-11-24,3336.0,,"{:url=>""https://www.wokewindows.org/incidents/142051895"", :incident_number=>""142051895""}; {:url=>""https://www.wokewindows.org/incidents/142051825"", :incident_number=>""142051825""}"
https://www.wokewindows.org/cases/bmc_central-1401CR007569,1401CR007569,BMC Central,2014-11-23,0.0,,"{:url=>""https://www.wokewindows.org/incidents/142051633"", :incident_number=>""142051633""}"
https://www.wokewindows.org/cases/superior-1484CV03947,1484CV03947,Superior Court,2014-11-22,60.0,2008 Infinity G35,"{:url=>""https://www.wokewindows.org/incidents/142051363"", :incident_number=>""142051363""}"
https://www.wokewindows.org/cases/superior-1584CV00064,1584CV00064,Superior Court,2014-11-22,2710.0,,"{:url=>""https://www.wokewindows.org/incidents/142051353"", :incident_number=>""142051353""}"
